"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-12","2016","01","12","","2.5","","-9.7","","-3.6","","21.6","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-13","2016","01","13","","0.3","","-7.1","","-3.4","","21.4","","0.0","","","M","","M","0.0","","12","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-14","2016","01","14","","-2.9","","-12.1","","-7.5","","25.5","","0.0","","","M","","M","1.8","","12","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-15","2016","01","15","","-12.1","","-18.5","","-15.3","","33.3","","0.0","","","M","","M","0.4","","15","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-16","2016","01","16","","-18.5","","-23.7","","-21.1","","39.1","","0.0","","","M","","M","0.2","","15","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-17","2016","01","17","","-14.2","","-25.5","","-19.9","","37.9","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-18","2016","01","18","","-5.1","","-16.4","","-10.8","","28.8","","0.0","","","M","","M","0.2","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-19","2016","01","19","","-11.4","","-16.5","","-14.0","","32.0","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-20","2016","01","20","","-9.8","","-15.6","","-12.7","","30.7","","0.0","","","M","","M","0.2","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-21","2016","01","21","","-4.2","","-17.1","","-10.7","","28.7","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-22","2016","01","22","","-5.0","","-14.5","","-9.8","","27.8","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-23","2016","01","23","","0.8","","-11.5","","-5.4","","23.4","","0.0","","","M","","M","0.2","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-24","2016","01","24","","2.1","","-10.1","","-4.0","","22.0","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-25","2016","01","25","","-0.7","","-13.7","","-7.2","","25.2","","0.0","","","M","","M","0.0","","13","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-26","2016","01","26","","5.1","","-7.9","","-1.4","","19.4","","0.0","","","M","","M","4.1","","14","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-27","2016","01","27","","6.9","","-0.7","","3.1","","14.9","","0.0","","","M","","M","0.0","","10","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-28","2016","01","28","","10.2","","-2.1","","4.1","","13.9","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-29","2016","01","29","","5.1","","-4.7","","0.2","","17.8","","0.0","","","M","","M","0.0","","10","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-30","2016","01","30","","3.0","","-10.2","","-3.6","","21.6","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-01-31","2016","01","31","","-0.5","","-8.8","","-4.7","","22.7","","0.0","","","M","","M","0.2","","8","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-01","2016","02","01","","-3.3","","-10.2","","-6.8","","24.8","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-02","2016","02","02","","-0.2","","-8.1","","-4.2","","22.2","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-03","2016","02","03","","-1.4","","-11.3","","-6.4","","24.4","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-04","2016","02","04","","-4.4","","-10.3","","-7.4","","25.4","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-05","2016","02","05","","5.7","","-7.8","","-1.1","","19.1","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-06","2016","02","06","","8.4","","-0.9","","3.8","","14.2","","0.0","","","M","","M","0.0","","9","","31","","65",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-07","2016","02","07","","3.3","","-4.1","","-0.4","","18.4","","0.0","","","M","","M","0.0","","8","","31","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-08","2016","02","08","","5.8","","-3.0","","1.4","","16.6","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-09","2016","02","09","","10.1","","1.0","","5.6","","12.4","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-10","2016","02","10","","3.9","","-3.8","","0.1","","17.9","","0.0","","","M","","M","0.5","","6","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-11","2016","02","11","","-3.4","","-7.9","","-5.7","","23.7","","0.0","","","M","","M","3.8","","10","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-12","2016","02","12","","-5.1","","-8.7","","-6.9","","24.9","","0.0","","","M","","M","1.0","","11","","15","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-13","2016","02","13","","6.9","","-7.6","","-0.4","","18.4","","0.0","","","M","","M","0.2","","11","","29","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-14","2016","02","14","","5.6","","-4.1","","0.8","","17.2","","0.0","","","M","","M","0.0","","9","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-15","2016","02","15","","4.6","","-1.3","","1.7","","16.3","","0.0","","","M","","M","0.0","","9","","31","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-16","2016","02","16","","7.2","","-2.7","","2.3","","15.7","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-17","2016","02","17","","5.7","","-6.2","","-0.3","","18.3","","0.0","","","M","","M","0.0","","7","","13","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-18","2016","02","18","","2.9","","-2.5","","0.2","","17.8","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-19","2016","02","19","","-0.2","","-9.2","","-4.7","","22.7","","0.0","","","M","","M","0.2","","7","","35","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-20","2016","02","20","","-4.3","","-10.8","","-7.6","","25.6","","0.0","","","M","","M","1.0","","7","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-21","2016","02","21","","5.7","","-4.3","","0.7","","17.3","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-22","2016","02","22","","6.3","","-6.1","","0.1","","17.9","","0.0","","","M","","M","0.0","","8","","29","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-23","2016","02","23","","3.8","","-3.3","","0.3","","17.7","","0.0","","","M","","M","0.0","","7","","29","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-24","2016","02","24","","2.5","","-10.0","","-3.8","","21.8","","0.0","","","M","","M","0.0","","7","","18","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-25","2016","02","25","","9.5","","-6.6","","1.5","","16.5","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-26","2016","02","26","","15.3","","-3.8","","5.8","","12.2","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-27","2016","02","27","","7.0","","-0.8","","3.1","","14.9","","0.0","","","M","","M","0.0","","0","T","34","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-28","2016","02","28","","1.3","","-12.7","","-5.7","","23.7","","0.0","","","M","","M","0.2","","0","T","8","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-02-29","2016","02","29","","-6.2","","-14.3","","-10.3","","28.3","","0.0","","","M","","M","1.3","","0","T","14","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-01","2016","03","01","","6.8","","-9.8","","-1.5","","19.5","","0.0","","","M","","M","0.2","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-02","2016","03","02","","3.4","","-2.4","","0.5","","17.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-03","2016","03","03","","2.1","","-0.4","","0.9","","17.1","","0.0","","","M","","M","0.0","","0","T","16","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-04","2016","03","04","","6.6","","-3.4","","1.6","","16.4","","0.0","","","M","","M","0.0","","0","T","18","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-05","2016","03","05","","13.8","","-2.2","","5.8","","12.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-06","2016","03","06","","1.4","","-3.3","","-1.0","","19.0","","0.0","","","M","","M","3.5","","","","16","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-07","2016","03","07","","0.4","","-1.0","","-0.3","","18.3","","0.0","","","M","","M","1.0","","2","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-08","2016","03","08","","2.7","","-1.2","","0.8","","17.2","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-09","2016","03","09","","9.4","","-3.6","","2.9","","15.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-10","2016","03","10","","13.4","","-1.5","","6.0","","12.0","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-11","2016","03","11","","12.0","","2.6","","7.3","","10.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-12","2016","03","12","","10.7","","2.2","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","12","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-13","2016","03","13","","9.1","","-0.4","","4.4","","13.6","","0.0","","","M","","M","2.4","","","","30","","48",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-14","2016","03","14","","2.0","","-2.5","","-0.3","","18.3","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-15","2016","03","15","","3.9","","-2.1","","0.9","","17.1","","0.0","","","M","","M","0.0","","0","T","29","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-16","2016","03","16","","4.7","","-3.8","","0.5","","17.5","","0.0","","","M","","M","0.0","","0","T","29","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-17","2016","03","17","","0.0","","-6.5","","-3.3","","21.3","","0.0","","","M","","M","0.0","","0","T","36","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-18","2016","03","18","","6.0","","-8.4","","-1.2","","19.2","","0.0","","","M","","M","0.2","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-19","2016","03","19","","9.6","","-3.3","","3.2","","14.8","","0.0","","","M","","M","0.0","","0","T","19","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-20","2016","03","20","","8.7","","-3.7","","2.5","","15.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-21","2016","03","21","","-0.2","","-3.7","","-2.0","","20.0","","0.0","","","M","","M","5.4","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-22","2016","03","22","","-1.2","","-5.3","","-3.3","","21.3","","0.0","","","M","","M","0.9","","4","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-23","2016","03","23","","7.5","","-4.9","","1.3","","16.7","","0.0","","","M","","M","0.0","","3","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-24","2016","03","24","","2.0","","-1.6","","0.2","","17.8","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-25","2016","03","25","","9.0","","-1.6","","3.7","","14.3","","0.0","","","M","","M","0.2","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-26","2016","03","26","","9.6","","1.0","","5.3","","12.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-27","2016","03","27","","13.4","","0.1","","6.8","","11.2","","0.0","","","M","","M","0.0","","0","T","19","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-28","2016","03","28","","13.4","","0.5","","7.0","","11.0","","0.0","","","M","","M","0.3","","0","T","33","","52",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-29","2016","03","29","","14.0","","0.0","","7.0","","11.0","","0.0","","","M","","M","0.0","","0","T","31","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-30","2016","03","30","","12.7","","3.8","","8.3","","9.7","","0.0","","","M","","M","0.0","","","","31","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-03-31","2016","03","31","","8.9","","0.7","","4.8","","13.2","","0.0","","","M","","M","0.2","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-01","2016","04","01","","17.7","","1.8","","9.8","","8.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-02","2016","04","02","","21.5","","3.9","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","31","","54",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-03","2016","04","03","","14.3","","1.7","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","29","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-04","2016","04","04","","14.1","","-0.1","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","14","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-05","2016","04","05","","13.8","","-0.1","","6.9","","11.1","","0.0","","","M","","M","2.7","","","","31","","46",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-06","2016","04","06","","13.0","","3.7","","8.4","","9.6","","0.0","","","M","","M","0.0","","","","30","","59",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-07","2016","04","07","","14.0","","-0.1","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","32","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-08","2016","04","08","","18.5","","2.6","","10.6","","7.4","","0.0","","","M","","M","0.0","","","","29","","87",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-09","2016","04","09","","13.1","","-1.9","","5.6","","12.4","","0.0","","","M","","M","0.0","","","","30","","63",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-10","2016","04","10","","5.3","","-3.7","","0.8","","17.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-11","2016","04","11","","16.1","","-2.7","","6.7","","11.3","","0.0","","","M","","M","0.0","","","","26","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-12","2016","04","12","","19.2","","4.2","","11.7","","6.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-13","2016","04","13","","16.1","","3.8","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","32","","52",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-14","2016","04","14","","12.4","","-0.3","","6.1","","11.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-15","2016","04","15","","15.6","","-3.2","","6.2","","11.8","","0.0","","","M","","M","0.0","","","","15","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-16","2016","04","16","","18.2","","4.6","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","18","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-17","2016","04","17","","22.7","","5.6","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","19","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-18","2016","04","18","","26.2","","9.3","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","17","","54",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-19","2016","04","19","","24.1","","9.0","","16.6","","1.4","","0.0","","","M","","M","0.0","","","","19","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-20","2016","04","20","","14.9","","3.7","","9.3","","8.7","","0.0","","","M","","M","0.0","","","","8","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-21","2016","04","21","","15.6","","-0.3","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","8","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-22","2016","04","22","","9.8","","4.1","","7.0","","11.0","","0.0","","","M","","M","0.0","","","","8","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-23","2016","04","23","","6.2","","1.0","","3.6","","14.4","","0.0","","","M","","M","5.6","","0","T","13","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-24","2016","04","24","","3.7","","1.2","","2.5","","15.5","","0.0","","","M","","M","1.2","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-25","2016","04","25","","5.1","","1.7","","3.4","","14.6","","0.0","","","M","","M","0.2","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-26","2016","04","26","","15.1","","2.0","","8.6","","9.4","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-27","2016","04","27","","17.5","","2.3","","9.9","","8.1","","0.0","","","M","","M","0.2","","","","16","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-28","2016","04","28","","15.8","","4.2","","10.0","","8.0","","0.0","","","M","","M","0.0","","","","15","","56",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-29","2016","04","29","","18.7","","8.1","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","15","","48",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-04-30","2016","04","30","","18.2","","5.1","","11.7","","6.3","","0.0","","","M","","M","0.0","","","","20","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-01","2016","05","01","","24.2","","4.8","","14.5","","3.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-02","2016","05","02","","28.3","","9.0","","18.7","","0.0","","0.7","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-03","2016","05","03","","30.0","","12.8","","21.4","","0.0","","3.4","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-04","2016","05","04","","28.8","","11.3","","20.1","","0.0","","2.1","","","M","","M","0.2","","","","35","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-05","2016","05","05","","18.1","","10.0","","14.1","","3.9","","0.0","","","M","","M","0.0","","","","32","","41",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-06","2016","05","06","","21.6","","3.7","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","28","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-07","2016","05","07","","29.5","","8.7","","19.1","","0.0","","1.1","","","M","","M","0.0","","","","21","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-08","2016","05","08","","20.0","","7.2","","13.6","","4.4","","0.0","","","M","","M","0.0","","","","30","","67",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-09","2016","05","09","","10.6","","4.7","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","35","","48",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-10","2016","05","10","","15.9","","1.2","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","34","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-11","2016","05","11","","15.6","","1.6","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","3","","35",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-12","2016","05","12","","13.3","","-0.1","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","1","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-13","2016","05","13","","16.1","","-0.3","","7.9","","10.1","","0.0","","","M","","M","0.2","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-14","2016","05","14","","19.4","","2.8","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-15","2016","05","15","","21.6","","5.6","","13.6","","4.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-16","2016","05","16","","26.7","","9.8","","18.3","","0.0","","0.3","","","M","","M","0.0","","","","17","","59",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-17","2016","05","17","","23.9","","11.4","","17.7","","0.3","","0.0","","","M","","M","0.9","","","","31","","50",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-18","2016","05","18","","26.5","","9.7","","18.1","","0.0","","0.1","","","M","","M","0.4","","","","2","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-19","2016","05","19","","23.3","","5.4","","14.4","","3.6","","0.0","","","M","","M","7.6","","","","30","","43",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-20","2016","05","20","","6.4","","3.1","","4.8","","13.2","","0.0","","","M","","M","23.2","","","","30","","44",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-21","2016","05","21","","6.3","","3.5","","4.9","","13.1","","0.0","","","M","","M","6.2","","","","31","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-22","2016","05","22","","7.9","","4.7","","6.3","","11.7","","0.0","","","M","","M","34.4","","","","35","","37",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-23","2016","05","23","","11.4","","5.6","","8.5","","9.5","","0.0","","","M","","M","5.1","","","","1","","32",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-24","2016","05","24","","18.1","","8.2","","13.2","","4.8","","0.0","","","M","","M","0.0","","","","13","","33",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-25","2016","05","25","","24.2","","7.8","","16.0","","2.0","","0.0","","","M","","M","15.9","","","","32","","39",""
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2016-05-26","2016","05","26","","21.4","","11.8","","16.6","","1.4","","0.0","","","M","","M","2.0","","","","19","","44",""
