Date/Time,Air Quality Index,Carbon Monoxide,Hydrogen Sulphide,Methane,Nitric Oxide,Nitrogen Dioxide,Non-methane Hydrocarbons,Outdoor Air Temperature,Ozone,PM10 Mass,PM2.5 Mass,Relative Humidity,Std. Dev. of Wind Direction,Sulphur Dioxide,Total Hydrocarbons,Total Oxides Of Nitrogen,Wind Direction,Wind Speed
2015-01-01,2.4059666666666666,0.1972,0.0001,1.9479,0.0022,0.0070666666666666,0.06665,2.8167000000000004,0.0278999999999999,1.0,2.2777666666666665,75.875,13.79165,0.0012,2.0527666666666664,0.0092666666666666,220.33335,11.925
2015-01-02,2.3081333333333336,0.2055666666666666,0.0005,2.0104,0.0114,0.0176333333333333,0.09585,-16.1375,0.0186,3.0435,6.213633333333334,80.7083,16.14585,0.0018499999999999,2.1764,0.0290333333333333,131.3125,10.1146
2015-01-03,2.3875333333333333,0.1722333333333333,0.0003,2.03125,0.0058666666666666,0.0176,0.0042,-21.7134,0.0184666666666666,4.0417,6.731466666666667,70.75,14.5,0.0007,2.1305666666666667,0.0234333333333333,301.35415,8.0542
2015-01-04,2.4193,0.2500333333333333,0.0009,2.225,0.0121,0.0250666666666666,0.0667,-24.9458,0.0113,6.875,8.442466666666666,69.9583,12.77085,0.001,2.3555666666666664,0.0371666666666666,198.10415,7.36875
2015-01-05,2.9657,0.3458333333333334,0.0011,2.2625,0.0273666666666666,0.0325333333333333,0.1770999999999999,-20.1458,0.0062666666666666,9.25,17.4889,67.375,17.9375,0.00125,2.475,0.0598333333333333,227.60415,5.9729
2015-01-06,2.7097,0.2889,0.0012,2.09375,0.0205,0.0277333333333333,0.09375,-16.71875,0.0106333333333333,12.087,14.077,72.7917,18.1667,0.0019,2.2889,0.0482333333333333,182.45835,6.0229
2015-01-07,2.304533333333333,0.2163,0.0003,2.03955,0.0073333333333333,0.0153666666666666,0.03335,-11.56665,0.0196,6.5217,8.3287,72.4167,13.91665,0.0018,2.1402666666666668,0.0226999999999999,234.45835,16.38125
2015-01-08,2.517533333333333,0.2341,0.0006,2.00625,0.0119666666666666,0.0197333333333333,0.0146,-15.540266666666668,0.0186333333333333,3.8636,5.8485000000000005,67.1667,13.79165,0.00065,2.116633333333333,0.0317,286.9167,11.73125
2015-01-09,2.8841666666666668,0.3417,0.0014,2.36665,0.0338333333333333,0.0357,0.10625,-18.74723333333333,0.0051333333333333,6.5,14.494966666666665,71.4167,15.1667,0.00125,2.5111000000000003,0.0695333333333333,224.22915,6.79375
2015-01-10,2.8884000000000003,0.3571333333333333,0.0002,2.17295,0.0173333333333333,0.0288666666666666,0.075,-14.751366666666668,0.0066333333333333,11.0417,18.4735,75.9167,19.0833,0.00115,2.3569666666666667,0.0461666666666666,220.0,4.277100000000001
2015-01-11,2.968866666666667,0.4884,0.0008,2.2604,0.0256333333333333,0.0302,0.09585,-15.262533333333332,0.0045333333333333,9.0417,19.52776666666667,78.3333,12.79165,0.0015,2.534733333333333,0.0558333333333333,182.2917,6.21665
2015-01-12,3.217366666666667,0.4804333333333333,0.0014,2.3604000000000003,0.0313666666666666,0.0320333333333333,0.25,-10.890266666666667,0.0044666666666666,6.4583,20.94503333333333,78.4167,9.9583,0.00145,2.680533333333333,0.0633666666666666,196.64585,8.5396
2015-01-13,2.5966333333333336,0.3874999999999999,0.0009,2.0791500000000003,0.0152666666666666,0.0278666666666666,0.2729,-1.361133333333333,0.0134,4.2083,9.913,74.125,11.6458,0.0014,2.3889,0.0431666666666666,210.9375,8.6896
2015-01-14,2.3633333333333333,0.3764,0.0007,1.99375,0.0069,0.0206,0.16665,4.1264,0.0187666666666666,3.125,4.253633333333333,64.125,14.3125,0.00185,2.2,0.0275,245.375,8.9458
2015-01-15,2.6562666666666668,0.4319666666666666,0.0006,2.3167,0.0250666666666666,0.0255666666666666,0.15205,-2.118033333333333,0.0107,4.75,13.073666666666668,88.0417,18.79165,0.0007499999999999,2.5569333333333333,0.0506,140.4792,6.6229
2015-01-16,2.7437,0.3944333333333333,0.0004,2.1625,0.0136,0.0177333333333333,0.08125,-0.2027666666666666,0.0182333333333333,3.25,12.2323,66.7917,14.60415,0.00105,2.3514,0.0313,242.125,11.6979
2015-01-17,2.542666666666667,0.3930666666666667,0.0004,1.9896,0.0084333333333333,0.0255333333333333,0.09585,0.3805333333333333,0.0173333333333333,11.2917,5.1212,52.2083,13.33335,0.00115,2.1792,0.0339999999999999,198.0,7.629149999999999
2015-01-18,2.6230333333333333,0.4597333333333333,0.0006,2.2729,0.0113333333333333,0.031,0.19375,-2.027766666666667,0.0109,11.875,9.279,58.1667,18.2292,0.0007,2.4986,0.0423333333333333,187.04165,5.16875
2015-01-19,2.4087,0.4208,0.0004,2.0250000000000004,0.0082333333333333,0.0215999999999999,0.1354,2.6055333333333333,0.0180333333333333,6.0,6.2485,64.2083,14.47915,0.001,2.2472,0.0298666666666666,252.20835,7.8271
2015-01-20,2.613066666666666,0.4411,0.0003,1.9854,0.0114666666666666,0.0211666666666666,0.0825,0.6263666666666666,0.0192333333333333,8.0952,4.131066666666666,65.4583,13.2083,0.0006,2.1536000000000004,0.0326666666666666,260.85415,9.825
2015-01-21,2.4347,0.4291333333333333,0.0008,2.0833500000000003,0.0107,0.0285666666666666,0.0521,-0.8569333333333334,0.0128333333333333,6.75,6.431566666666668,62.8333,11.2917,0.0003,2.1354,0.0392333333333333,187.60415,10.1396
2015-01-22,2.4281333333333333,0.3596999999999999,0.0003,1.95205,0.0043,0.0180666666666666,0.15,7.890266666666666,0.0233,5.3333,5.16665,49.3333,13.0208,0.00215,2.1487333333333334,0.0223666666666666,242.8125,11.483350000000002
2015-01-23,2.6878,0.4972333333333333,0.0009,2.0479000000000003,0.0196,0.0317333333333333,0.1332999999999999,4.9097,0.0104666666666666,10.2083,7.875,59.7917,15.16665,0.0007999999999999,2.2819333333333334,0.0513333333333333,183.8125,6.90625
2015-01-24,2.4448000000000003,0.3680666666666667,0.0005,1.95625,0.0025666666666666,0.0143333333333333,0.0396,5.863866666666667,0.0235333333333333,3.1667,2.7276666666666665,57.0,13.8958,0.0007,2.055533333333333,0.0169,249.4375,13.6521
2015-01-25,2.2886,0.3638666666666667,0.0005,1.9729,0.0026,0.0118666666666666,0.04375,7.309733333333334,0.0253666666666666,2.6667,2.331933333333333,51.0417,14.25,0.0006,2.069433333333333,0.0144999999999999,241.6667,10.73335
2015-01-26,2.716533333333333,0.5211333333333333,0.0015,2.09795,0.0228666666666666,0.0344,0.2375,4.6347,0.0115666666666666,8.9545,7.053566666666666,72.375,19.1875,0.00065,2.33545,0.0572666666666666,179.0208,4.23545
2015-01-27,2.563966666666667,0.3686333333333333,0.0014,2.24125,0.0155666666666666,0.0242333333333333,0.25835,2.533333333333333,0.0081333333333333,9.1667,14.180566666666666,87.625,27.9375,0.00055,2.534466666666667,0.0398,112.625,5.083349999999999
2015-01-28,2.0368,0.2353999999999999,0.001,1.9836,0.0104666666666666,0.0180666666666666,0.06875,-2.325,0.0100333333333333,6.1304,8.168633333333334,84.2917,17.16665,0.0005,2.141833333333333,0.0285666666666666,198.5625,6.7125
2015-01-29,2.5404666666666667,0.2852,0.001,2.08395,0.0173666666666666,0.0177,0.04585,-4.201366666666666,0.0084999999999999,7.5,16.795299999999997,88.9167,13.875,0.0009,2.2198666666666664,0.0350666666666666,174.5833,8.15835
2015-01-30,2.470633333333333,0.2889,0.0003,2.13125,0.0201333333333333,0.0220333333333333,0.16665,-6.181933333333333,0.0093333333333333,10.875,14.6902,82.5417,17.2917,0.0007999999999999,2.3972,0.0421666666666666,89.52085,9.70835
2015-01-31,2.1355666666666666,0.2305666666666666,0.0,2.0521000000000003,0.0082,0.0150333333333333,0.0375,-13.5486,0.017,4.3913,7.719199999999999,75.0833,17.375,0.0005,2.1791666666666667,0.0232666666666666,140.95835,7.341699999999999
2015-02-01,2.6812,0.2777666666666666,0.0001,2.21875,0.0176333333333333,0.0228333333333333,0.08125,-13.872233333333334,0.0093999999999999,9.8333,19.2917,75.7917,14.875,0.00055,2.35,0.0404666666666666,153.375,7.15
2015-02-02,2.2096666666666667,0.2415333333333333,0.0,1.9942,0.0116,0.0183,0.025,-12.952100000000002,0.0127999999999999,6.25,11.8542,77.6667,17.8125,0.0015999999999999,2.1086333333333336,0.0299,182.79165,5.6875
2015-02-03,2.6125000000000003,0.3055333333333333,0.0003,2.02915,0.0189666666666666,0.0263666666666666,0.05,-13.51875,0.0116,6.2083,11.3561,71.2083,13.83335,0.0007999999999999,2.1763666666666666,0.0453999999999999,260.7083,7.441649999999999
2015-02-04,2.8165,0.3291666666666666,0.0004,2.1021,0.0226333333333333,0.0311999999999999,0.0896,-6.670850000000001,0.0082666666666666,12.0,17.9375,67.3333,15.625,0.00115,2.2903,0.0538333333333333,204.35415,8.58125
2015-02-05,2.3482333333333334,0.1680666666666666,0.0008,1.95205,0.0096,0.0149,0.06875,-10.62915,0.0246333333333333,2.9167,7.6739,73.8333,15.33335,0.0019,2.0972000000000004,0.0245333333333333,73.6875,11.35
2015-02-06,2.436733333333333,0.1777,0.0004,1.9687,0.0122333333333333,0.0144,0.01875,-12.75625,0.0244666666666666,4.8261,7.80705,73.1667,16.2292,0.00055,2.0610666666666666,0.0266333333333333,99.625,11.78545
2015-02-07,2.3479,0.1871,0.0,1.9479,0.0086666666666666,0.0132666666666666,0.00415,-11.133333333333333,0.0229,8.5,8.271733333333334,67.375,17.8958,0.0009,2.047233333333333,0.0219333333333333,128.0417,7.125
2015-02-08,2.3844666666666665,0.1958333333333333,0.0001,2.0875,0.0078333333333333,0.0166333333333333,0.02915,-9.544433333333332,0.0176333333333333,10.1667,12.373,69.8333,23.95835,0.001,2.225,0.0244666666666666,151.8958,5.48335
2015-02-09,2.3027,0.2110999999999999,0.0,2.1042,0.0107333333333333,0.0174666666666666,0.03335,-12.114666666666666,0.0168333333333333,,12.141649999999998,75.7083,18.35415,0.0007999999999999,2.2389,0.0281666666666666,150.60415,6.35
2015-02-10,2.1356333333333333,0.2166666666666666,0.0,2.1083,0.0076333333333333,0.0149333333333333,0.0021,-11.111133333333331,0.0146,,11.97915,68.625,13.41665,0.0007,2.2375000000000003,0.0225666666666666,294.6875,8.075
2015-02-11,2.1279,0.2064,0.0,2.0004,0.0083666666666666,0.0129333333333333,0.03125,-12.206933333333334,0.0176333333333333,7.9583,9.25,74.375,17.375,0.001,2.123866666666667,0.0213,132.0,11.5792
2015-02-12,3.0094,0.3573333333333333,0.0006,2.16475,0.0293666666666666,0.0287,0.11685,-1.15415,0.0054666666666666,14.375,24.4275,71.7083,14.0208,0.0012,2.4238666666666666,0.0580666666666666,205.8958,7.05625
2015-02-13,3.0325666666666664,0.4055333333333333,0.0007,2.36875,0.0428666666666666,0.0260333333333333,0.2979,0.6375000000000001,0.0093,15.6667,23.52085,80.0,20.8125,0.00115,2.7680666666666665,0.0688666666666666,136.27085,7.270849999999999
2015-02-14,2.4019,0.25,0.0,1.9917,0.0065,0.0151333333333333,0.0,-2.718066666666666,0.0226999999999999,6.5,8.946233333333334,73.25,16.375,0.0007,2.1896,0.0215999999999999,186.16665,8.368749999999999
2015-02-15,2.6316333333333333,0.1583333333333333,0.0,1.9167,0.0015999999999999,0.0072666666666666,0.0,4.0472,0.0321333333333333,3.6667,4.3728,59.125,12.4167,0.0007999999999999,2.0521000000000003,0.0089,296.33335,12.24375
2015-02-16,2.5950333333333333,0.1944333333333333,0.0009,1.9458,0.0107333333333333,0.0176666666666666,0.0,-5.215266666666667,0.021,6.2727,8.907,76.0417,18.125,0.0007,2.13125,0.0283666666666666,169.1875,7.2083
2015-02-17,3.015166666666667,0.37915,0.001,2.2042,0.0472666666666666,0.0324333333333333,0.0042,-9.3222,0.0121666666666666,11.625,18.8611,78.375,18.16665,0.001,2.35,0.0797,177.22915,5.5645500000000006
2015-02-18,3.343366666666667,0.4463999999999999,0.0007,2.2375,0.0433333333333333,0.0346333333333333,0.0542,0.7305666666666667,0.0058,17.4167,24.63886666666667,76.125,26.85415,0.001,2.60835,0.0779,158.1875,3.85835
2015-02-19,2.824933333333333,0.2625,0.0007,2.025,0.0165333333333333,0.0198,0.0,4.704133333333334,0.0197,7.6667,11.722233333333334,69.375,18.0625,0.0007,2.2666500000000003,0.0363333333333333,264.52085,11.19585
2015-02-20,2.3681666666666668,0.17085,0.0005,1.8542,0.0046666666666666,0.0098666666666666,0.0,-1.3097,0.027,2.6957,4.3048,76.125,13.125,0.00065,2.03545,0.0145333333333333,276.3125,13.73335
2015-02-21,2.4997666666666665,0.1388666666666666,0.0003,1.94165,0.0068666666666666,0.0153333333333333,0.1271,-10.208333333333334,0.0251,10.5455,6.541666666666667,62.9583,15.6667,0.00065,2.1652666666666662,0.0222,151.54165,8.21045
2015-02-22,2.4018333333333333,0.1777666666666666,0.0,2.0354,0.0064333333333333,0.0198333333333333,0.05,-6.040299999999999,0.0207,12.0417,11.710733333333332,63.375,12.04165,0.00075,2.1958333333333333,0.0262666666666666,184.5208,10.50415
2015-02-23,2.496,0.2569666666666666,0.0005,1.94375,0.0169,0.0220666666666666,0.2020499999999999,6.1680666666666655,0.0185,9.0417,5.1995,59.5417,14.39585,0.00065,2.2,0.0389333333333333,257.33335,8.3854
2015-02-24,2.4399,0.1569333333333333,0.0004,1.9375,0.0072333333333333,0.0176333333333333,0.1,2.743033333333333,0.0202333333333333,3.6667,5.5655,73.2917,13.5833,0.0008,2.1083333333333334,0.0248666666666666,211.4375,12.26665
2015-02-25,2.4148,0.1333333333333333,0.0005,1.9458,0.0101,0.0156,0.09585,-12.045833333333334,0.0261666666666666,7.1905,6.541666666666667,69.5,18.875,0.0017,2.1236,0.0257,105.25,9.05
2015-02-26,2.3974,0.1442666666666666,0.0001,2.0333,0.0058333333333333,0.0162333333333333,0.1583,-12.331933333333334,0.0254333333333333,8.4583,7.613099999999999,62.7917,16.4375,0.0006,2.2521,0.0220999999999999,167.4792,10.98955
2015-02-27,2.3849,0.1444333333333333,0.0,1.96095,0.0072,0.0179,0.04375,-9.4264,0.0197,6.3182,9.775766666666668,72.4583,13.33335,0.0007,2.118133333333333,0.0250333333333333,286.52085,8.75835
