Date/Time,Air Quality Index,Carbon Monoxide,Methane,Nitric Oxide,Nitrogen Dioxide,Outdoor Air Temperature,Ozone,PM10 Mass,PM2.5 Mass,Relative Humidity,Sulphur Dioxide,Wind Direction
2015-05-31 00:00:00,2.764666667,0.1611,1.8875,0.0026,0.003733333,17.21526667,0.035233333,10.5833,7.583333333,52.3333,0.00075,239.0417
2015-06-01 00:00:00,2.317433333,0.205933333,1.9,0.0063,0.005533333,15.74583333,0.025166667,13.9583,7.301766667,53.125,0.0015,202.45835
2015-06-02 00:00:00,2.1002,0.205566667,1.8708,0.004233333,0.006333333,13.98193333,0.0237,10.625,7.616166667,62.2917,0.00065,118.64585
2015-06-03 00:00:00,2.506133333,0.1125,1.8083,0.002233333,0.004633333,18.7986,0.04055,11.2917,6.757933333,42.9583,0.0005,141.3958
2015-06-04 00:00:00,2.725533333,0.084733333,1.8708,0.003766667,0.006433333,18.23473333,0.034766667,17.5417,9.116533333,53.25,0.0008,124.75
2015-06-05 00:00:00,2.5297,0.146366667,1.8917,0.005633333,0.0064,20.3,0.0311,12.0417,11.0634,51.0417,0.00135,229.75
2015-06-06 00:00:00,1.932366667,0.14375,1.8833,0.0028,0.002,23.1722,0.0373,14.2917,5.9565,33.5,0.00065,302.4375
2015-06-07 00:00:00,1.7334,0.12915,1.8917,0.0032,0.002,23.57776667,0.0327,15.0417,9.5426,32.2083,0.0008,267.8125
2015-06-08 00:00:00,1.943266667,0.13125,1.9042,0.0065,0.0035,21.6028,0.0254,23.75,10.62935,37.3333,0.00065,282.4792
2015-06-09 00:00:00,1.927166667,0.1521,1.8708,0.00775,0.00315,20.39723333,0.0293,16.4583,8.9659,39.125,0.00235,202.5
2015-06-10 00:00:00,2.286066667,0.1542,2,0.00495,0.0027,20.29583333,0.036,18.4167,11.4792,43.1667,0.00065,173.2292
2015-06-11 00:00:00,2.806766667,0.1248,1.8792,0.0049,0.006733333,19.35416667,0.03975,22.9583,14.63886667,56.7083,0.0014,186.72915
2015-06-12 00:00:00,2.1767,0.121066667,1.8042,0.002,0.003133333,14.8389,0.02965,6.2174,6.8539,54.4583,0.0005,301.2708
2015-06-13 00:00:00,2.014733333,0.088866667,1.8042,0.002133333,0.0023,11.73473333,0.02335,3.125,8.7509,74.5833,0.00055,298.85415
2015-06-14 00:00:00,2.1298,0.0722,1.85,0.002766667,0.002433333,12.68613333,0.02875,4.75,6.476,63.75,0.002,191.60415
2015-06-15 00:00:00,2.671533333,0.0889,1.8833,0.006233333,0.004866667,15.93333333,0.0325,12.4583,8.6667,48.9167,0.00095,204.9792
2015-06-16 00:00:00,2.489933333,0.115266667,1.8833,0.006933333,0.005966667,17.975,0.028133333,17.375,10.4583,48.3333,0.0012,165.5
2015-06-17 00:00:00,2.159766667,0.0932,1.8625,0.004433333,0.0048,15.00696667,0.0231,10.4348,9.7273,53.7917,0.0031,128.60415
2015-06-18 00:00:00,2.414966667,0.093066667,1.8833,0.004466667,0.005466667,17.57636667,0.027833333,13.0417,10.3155,55,0.0011,198.9583
2015-06-19 00:00:00,2.372766667,0.169433333,1.9333,0.0077,0.008866667,17.47776667,0.0263,15.3043,11.0595,61.75,0.00235,144.83335
2015-06-20 00:00:00,1.9731,0.1472,1.8167,0.002033333,0.002833333,15.10973333,0.0233,4.6818,6.4762,63.4583,0.00115,240.0208
2015-06-21 00:00:00,2.1177,0.1653,1.8708,0.0022,0.0034,17.5153,0.02385,7.4783,8.7443,56.125,0.0007,258.3333
2015-06-22 00:00:00,2.146666667,0.166666667,1.8762,0.005266667,0.005266667,19.075,0.02485,10.8261,8.1884,53.0417,0.00115,225.8958
2015-06-23 00:00:00,2.368866667,0.176,1.8417,0.0053,0.005066667,20.52776667,0.0257,,12.2014,52.5417,0.0011,250.7083
2015-06-24 00:00:00,2.6957,0.175,1.8583,0.006,0.004433333,22.97783333,0.0289,,12.0833,43.4167,0.00245,219.9792
